0 -0.401756 0.158546 -2.123074 2.668204 0.958391 0.047270 2.134230 -0.035406 -0.128343 -1.625796 -0.423912 -0.140413 -0.165101 2.206165 0.713845 -1.513858 -0.446493 -0.411731 -1.056610 -1.706097 -0.476888 -0.706286 -1.039959 0.878176 -0.319684 0.924986 -1.210609 1.941380 -1.663383 0.621390 1.657621 -0.076263 0.945380 2.092130 -1.578814 0.042347 1.502630 0.393634 3.075836 0.000316 -0.297661 -1.485875 0.919318 0.072741 0.991416 0.047262 -1.541826 1.665096 1.314606 1.295169 0.866988 0.245913 1.161761 0.291442 0.467833 -0.165053 -1.484496 0.431371 -1.107714 0.352595 0.014946 -0.371908 0.448826 -0.359629 -0.694592 -0.657017 -1.463806 0.406673 0.857349 2.070546 0.243900 1.301231 -1.163180 1.476939 -2.539553 -1.041764 -1.785933 -0.393923 -0.366531 0.346064 -0.351018 0.851665 0.499987 -1.180099 -1.103333 1.573129 0.065500 0.169780 -2.364785 1.437506 1.843393 -1.390919 -0.279013 0.527953 0.309633 -0.117768 0.166808 0.175822 -0.225346 -0.220001 -0.035877 0.275384 0.795858 0.066127 -0.294507 0.356859 0.389878 -0.359003 1.801838 0.196479 0.994408 0.029154 -0.151187 2.106080 -0.915681 0.409965 -0.317993 0.245298 0.314778 0.414533 0.525442 0.927822 0.065263 -1.099575 0.350517 0.425918 1.699170 0.754377 192837465
1 2.437515 -0.194490 0.336143 1.245282 0.246912 0.324433 -0.692343 0.397116 0.563043 0.145973 -1.416101 0.523669 -0.290809 0.273463 -2.114182 -0.871776 0.730927 -0.258952 0.246134 1.665719 1.325299 -0.308347 -0.905248 -0.361760 1.013550 1.185723 1.565404 -0.926932 0.708024 0.439585 1.032294 0.478067 0.019581 0.704853 0.750120 -0.371298 1.363339 -1.210292 1.328634 -0.227335 0.272797 -1.847439 0.503724 -0.008863 0.622034 -0.660289 -0.260494 -0.174480 -0.818042 0.445581 1.307227 0.807175 -0.462321 0.890722 1.097082 -0.650678 0.133323 -1.177905 -0.459399 -0.383880 0.479891 -0.969420 0.160469 0.657629 0.321915 -0.633179 -1.326445 -1.737835 1.444199 1.039082 -0.368777 -2.167762 -0.142166 -0.511265 0.263615 -1.183337 0.143717 0.645462 0.179455 -1.529276 0.293171 -1.016210 -1.288141 -0.095915 2.187999 -0.194516 1.910166 0.820443 0.280169 0.816114 1.044177 1.977372 -0.155554 -0.761340 -0.981882 1.039067 0.873554 -0.495960 0.680676 -0.409736 1.256778 -0.587772 -0.130052 -0.176043 0.534528 -0.809088 0.910239 0.428576 -1.326070 -2.002826 -0.883266 -0.150909 0.103775 1.244368 0.917890 0.695588 -0.592980 -0.071968 -0.944128 0.713832 -0.555733 -0.930855 0.534136 0.379417 -0.782637 0.585669 -0.323107 -1.273619 192837465
2 -1.590602 -1.399860 1.896175 0.729837 1.260560 -1.004736 0.634593 1.148327 -2.748243 -1.017911 0.047503 0.266047 -0.162052 1.851308 -0.448226 1.136944 -0.410664 -2.212387 0.431412 -1.779177 -1.591084 0.473205 -0.756125 1.763415 -0.786833 1.127902 -0.511070 0.066339 -0.515642 0.353506 -1.352346 1.512534 -0.931621 -0.423504 -1.133277 -0.683324 -0.411009 -0.092750 -1.034411 0.596459 -0.205491 1.218197 1.419037 0.998186 0.984233 1.177706 0.696874 0.190893 -0.767731 -2.308915 0.560509 1.166646 1.165142 -0.183646 -0.719545 -0.080236 0.790466 -1.030039 -0.196648 -0.464467 -0.378192 1.546484 -2.095039 -2.248307 -0.740002 -0.389843 -0.452189 -0.733060 -0.004253 2.800382 -0.146444 -0.553098 0.298936 0.130614 -0.764892 0.628350 0.272932 1.140630 0.256385 0.310421 0.563378 -0.124909 0.636118 0.731889 -0.149112 1.231258 1.509073 -1.704015 0.332843 1.042262 0.206646 -0.090172 0.111040 0.142901 2.152591 -0.362849 0.389209 -0.007492 1.305635 -1.172629 0.005644 -0.747974 1.348254 1.899444 -0.561898 0.036469 -1.204358 0.155162 -1.115128 0.219558 1.212054 -0.275495 -1.516539 0.204371 0.422753 -0.301919 0.742722 0.536332 -0.093191 -0.966237 0.350381 -0.598024 -0.460507 1.972480 -1.332986 1.970419 -0.366336 -0.661899 192837465
3 0.110556 -2.024159 -0.193088 0.007566 -0.408363 1.002923 1.256410 -0.545039 -0.343282 -0.007691 -0.253833 1.318537 0.018194 0.708743 -0.007676 -1.849634 -1.537688 -0.374379 0.508669 1.386530 0.390231 0.132899 -0.875378 -0.870775 -2.189623 0.392423 0.769831 0.055005 0.299853 1.337378 -1.087433 -0.295341 0.388148 -0.162243 0.234170 0.574286 -0.402276 0.091395 0.069864 -0.471541 0.186251 -0.054538 -0.934229 0.017000 -0.580883 -1.055685 -2.400026 -0.200558 0.768023 -0.368008 0.427038 -3.193887 0.786147 -0.648134 -1.689524 -1.063933 1.361578 0.325564 -1.280642 -0.985671 1.267298 0.200001 -0.878008 0.635240 0.011430 -1.271691 0.414464 -0.762682 0.373547 0.035561 -0.622212 1.586354 0.664033 1.218451 -1.277761 -1.826421 0.887527 -0.618988 1.495151 -1.138997 0.666390 -1.027895 -1.284791 0.396189 -0.876124 0.958764 1.104200 0.346542 -1.296752 -0.588022 -0.860811 -0.555870 -0.112164 -1.357326 -1.255748 0.718733 -0.679665 -0.086448 0.720281 -0.543983 -1.030532 -0.787106 0.512107 0.166995 -0.083826 0.217125 -0.663328 -0.482204 0.661342 0.103487 1.023170 1.212830 -1.564986 0.084594 -0.073116 0.964548 -0.372827 2.641576 -0.617405 -0.206728 -0.984235 -0.931589 -0.483634 -0.642523 0.084870 -0.280247 -0.761705 -0.578431 192837465
4 0.351069 -0.125359 0.615853 0.054071 -0.050750 0.729267 -1.342235 0.354674 -0.006760 -1.174422 -1.544513 -0.006737 -1.338309 -0.760187 1.402647 -1.456034 1.207123 -0.893708 -0.936325 -1.910097 0.253679 0.497976 0.114441 -1.580988 0.876119 1.995664 1.811545 -0.772968 1.413257 -0.343727 -0.538091 0.358930 0.558854 0.027317 0.997599 0.371075 -0.255335 0.394775 -0.658782 0.242398 0.045585 0.770387 0.906186 0.399997 -0.197309 0.596641 -0.435412 0.439550 1.526130 -0.656573 0.534796 -0.157981 -0.816325 -1.769412 -1.488615 -0.710281 0.429379 -1.621198 0.389378 0.287018 -1.063497 -0.036605 -0.567413 0.353928 0.384079 1.038787 -1.703433 -0.903459 -0.669713 -1.208849 -1.102594 0.425174 0.411424 1.435948 -0.579870 -0.421572 0.501272 0.703129 -1.332063 -0.638870 -0.453484 -0.419855 0.083879 -0.848807 0.731643 -0.553903 0.582045 -0.816833 -0.992550 0.383725 1.687905 1.234166 0.053001 0.191067 0.922345 0.505746 -0.551068 -0.541950 -1.090198 -0.260456 1.095250 0.694923 0.490627 -1.635725 -0.414784 -1.248580 1.055801 0.127262 -1.021107 1.027849 0.659480 0.027338 -0.308445 -0.351552 -0.796540 -0.873698 -0.584834 -0.703456 1.007700 0.938115 1.594325 -1.340390 -0.156443 1.339985 0.214105 -0.907435 0.817427 0.729051 192837465
5 1.001080 -0.458294 -0.264034 -1.553843 -0.134975 1.305946 0.083564 -2.546612 1.271528 -0.080200 1.026314 0.521142 1.272560 0.435973 -0.047275 0.390104 1.095843 1.310814 -0.983962 1.334067 -0.060171 0.309476 -0.802966 0.751099 -0.332847 0.012752 1.234373 0.035721 -0.358532 -1.891168 0.216418 0.106836 -0.669903 0.751772 -0.994083 0.116845 2.189800 -1.024727 1.110169 -0.615750 0.100409 1.532108 -0.464893 1.609471 0.019186 0.675580 -1.134204 -0.048765 -1.095676 -0.273069 0.468346 1.225479 1.275520 1.723231 0.031648 -0.345948 0.028298 0.259105 -0.248573 0.920340 -2.288289 -1.405659 -0.080516 -0.362811 0.730018 0.492612 1.203810 0.639146 0.296755 0.408249 -1.053071 -0.261538 -1.493725 0.512163 -2.253892 0.084943 -0.477068 -2.056815 0.126559 -0.375615 0.606113 0.611828 0.393116 -0.772693 -0.825871 -0.239509 1.091177 0.000459 -0.687095 1.879555 0.699309 0.494707 -0.385989 0.495269 0.302305 -0.269474 -0.981645 0.975936 -1.059319 -0.680926 -0.027146 0.375900 -1.666703 -0.097825 1.429616 -0.150646 1.009710 0.082877 0.814777 0.503926 1.498756 0.489834 1.006450 0.963834 -0.059585 0.253971 -0.804606 -1.565340 0.941559 -0.679686 1.166070 -0.211309 0.487506 1.184385 0.544460 -0.354020 -0.523639 0.277362 192837465
6 -1.056167 -0.303800 -1.361731 -0.116539 0.309091 0.362870 -0.882006 0.338948 -1.886124 1.445034 0.034947 0.103060 0.061168 -2.198892 -0.082261 -0.086335 -0.538252 0.176893 0.470796 -0.046672 -0.908737 -0.742086 -0.072229 0.133382 0.908157 1.008209 -0.189607 -0.204848 0.433510 0.243321 0.453029 1.559780 -0.165165 -0.748485 1.059896 1.067448 -0.703307 1.418428 -1.161092 -1.069407 1.457901 -0.537134 0.436740 0.907943 -0.443284 -0.401155 1.444445 -0.697160 -0.353203 0.305383 0.728115 0.717399 1.046142 -0.851247 1.448401 0.179950 0.879385 -1.012553 -1.201566 0.317077 -0.955883 -0.411079 0.728153 -0.684118 -2.035929 0.023131 -0.090206 -0.663179 -1.201228 0.510594 -1.268458 -1.173506 0.585238 0.508535 -1.009289 -0.343795 1.823131 -1.305201 0.344680 -0.986114 -1.500247 0.612542 0.647258 0.158886 0.488077 1.553059 1.936671 -1.078264 -0.793508 0.540020 0.104887 -0.352487 -0.089881 0.088397 -1.480323 0.032060 -1.286313 0.673369 0.321776 -0.774216 -0.338973 -0.006298 -1.211752 0.892570 -0.476976 0.436307 1.094032 -0.135920 1.891661 -2.148714 -0.410614 -0.079556 -0.285173 1.244116 1.122796 0.118086 1.188089 -0.452634 -1.030319 1.139122 0.957854 0.743774 0.515109 1.795491 -0.145683 -0.649908 -0.538030 0.854748 192837465
7 -0.932281 -0.932981 -1.702061 -0.212209 -0.564272 -0.480707 0.453332 0.485593 -0.076021 1.039361 0.336570 -1.703230 -1.296861 -0.481420 -0.076319 -1.884545 1.234177 1.493585 -1.145035 -0.436473 0.260612 -0.564201 1.171122 -0.304741 0.806370 0.187371 0.449741 -0.392024 0.918732 1.811870 0.744730 -0.060168 1.048571 0.509503 0.400608 -0.805210 0.299773 1.473163 1.381291 1.237714 -1.149178 -0.180318 0.715757 0.739619 1.153896 -1.046819 -0.572582 -0.353749 -0.546021 2.441352 1.078452 -0.131706 1.718694 -0.097915 -1.268656 -1.132912 1.974552 -0.452218 -0.258840 0.955349 0.514746 -0.436123 2.078670 -1.076593 0.806190 -1.827042 -0.428527 -1.216521 1.032487 2.110525 -0.215847 0.338393 0.162156 1.286391 0.243841 0.531914 0.781061 1.517955 -0.177900 0.398845 -0.152354 -0.132385 -1.000615 -0.315805 -0.791181 0.878052 1.702665 -0.206175 0.032662 0.890080 0.490922 -1.131389 1.734384 -0.888548 0.658672 1.180789 -0.416899 0.084006 0.127153 0.064043 2.041815 -0.620761 -0.505256 1.225752 1.033936 0.298577 0.455959 0.452547 0.063303 -1.719704 -0.294899 -0.503062 -0.753569 0.557714 -0.181076 -1.064304 0.691491 0.537324 1.623677 2.691371 0.837894 -2.013390 -1.041070 -1.604957 -1.497035 -1.621601 0.132972 -0.760030 192837465
8 -0.375564 -1.245815 -0.027607 -0.463913 -0.583236 0.644609 -0.948990 -1.742581 -1.477018 0.262501 2.629222 0.001066 1.542197 -0.535807 -0.547047 -0.099348 1.448112 -0.083126 0.448344 2.311132 -0.630695 2.224599 -0.981331 0.828985 0.222592 -0.559062 -0.266482 -0.263993 0.511041 0.738511 0.092000 -0.348381 0.475006 1.055699 -1.174093 0.584737 0.102521 0.693767 -0.921847 1.025538 1.224721 -0.949428 0.952270 0.369299 2.596512 1.051496 0.525100 -1.771704 -0.096256 0.830422 2.210771 0.246863 0.405051 0.013296 2.184064 -0.503891 0.323357 -0.025254 -1.231113 -0.002594 0.621441 0.626327 0.221863 -1.056607 0.942335 1.018577 0.620645 2.916025 -0.501510 -1.967628 -2.374531 -0.441328 1.254161 0.893372 0.358929 0.947739 -0.175574 1.412022 0.478875 0.813295 -1.367925 0.616281 0.665961 -0.271546 -0.669169 0.303098 0.991138 -1.470710 -0.414672 0.752032 -0.173161 -1.855883 -1.017816 -0.768400 -1.173262 -0.543237 -0.576405 0.132410 -0.202419 0.003686 0.270902 0.812306 -1.701071 -2.229646 -0.696182 1.220115 0.183724 -1.362514 -0.057812 0.901430 1.131094 1.024902 3.710570 0.527270 -1.985039 -0.231393 0.440736 -0.921036 -0.122359 0.874012 -1.526314 -0.481060 -0.919077 -0.138407 -0.672736 -0.494879 2.014888 -0.248662 192837465
9 -1.625110 -0.128455 -1.951638 -0.036783 0.397883 0.650046 -0.449513 -1.562212 -1.221365 0.201561 -1.886926 0.687955 -0.780666 1.177322 1.068954 -0.656461 -0.268575 -0.241720 0.477089 -0.791960 2.207907 -0.059716 -1.113706 0.466356 -0.414568 0.287749 -0.250123 0.312252 0.589606 1.346457 2.194206 -0.940737 0.993382 -0.619403 -1.695351 -0.630790 -1.536712 -1.151453 0.786095 0.747618 -0.135639 0.389802 0.937320 1.303787 -1.676579 0.635017 0.049368 -1.640898 -0.221852 0.206948 0.560598 -0.214290 0.268854 0.443867 0.198523 -0.994067 0.660483 0.927546 0.716049 -0.759824 -1.087733 -0.303786 0.375679 -0.212726 -0.218039 -0.201067 2.150434 -0.917640 -2.012678 0.255402 -0.731974 2.240440 0.043037 -0.040010 -0.179568 0.580868 0.671297 -0.252423 0.583070 -0.510014 0.110095 -0.836316 -0.708690 -0.787827 -0.282679 -0.887949 0.493495 -1.538486 0.805333 0.311100 -0.634392 -0.785407 -0.653613 -0.691455 -0.049138 -0.554683 0.385666 -1.454786 0.455074 1.199031 2.212483 -0.482673 0.355403 0.963849 0.725794 1.247094 0.769090 -0.486786 0.488888 0.605213 1.325561 0.517379 1.572159 0.137598 0.727650 0.120002 0.016889 0.202379 1.331760 -0.944895 -0.393753 -1.224067 0.779528 -1.274481 0.548259 0.028142 0.030344 -0.491982 192837465
