0  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
1  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
2  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
3  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
4  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
5  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
6  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
7  1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 5.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 192837465
8  3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
9  3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
10 3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
11 3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
12 3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
13 3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
14 3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
15 3.0 3.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0 7.0 7.0 8.0 8.0 8.0 8.0 192837465
